# WARNING: this file is not sorted!
# db	id                         alt	 E-value	adj_p-value	log_adj_p-value	bin_location	bin_width	total_width	sites_in_bin	total_sites	p_success	 p-value	mult_tests
   3	Rara_DBD_1          Rara_DBD_1	2.2e-008	   1.5e-011	         -24.92	         0.0	       57	        283	         298	        993	  0.20141	1.1e-013	       141
   3	Rara_DBD_3          Rara_DBD_3	4.9e-002	   3.4e-005	         -10.29	         0.0	      134	        286	         448	        803	  0.46853	2.4e-007	       142
   3	Rarb_DBD_1          Rarb_DBD_1	4.3e-005	   3.0e-008	         -17.32	         0.0	      197	        285	         578	        727	  0.69123	2.1e-010	       142
   3	Rarb_DBD_2          Rarb_DBD_2	7.1e-016	   4.9e-019	         -42.16	         0.0	       57	        283	         326	        991	  0.20141	3.5e-021	       141
   3	Rarg_DBD_1          Rarg_DBD_1	6.5e-004	   4.5e-007	         -14.61	         0.0	      137	        285	         509	        879	  0.48070	3.2e-009	       142
   3	Rarg_DBD_3          Rarg_DBD_3	8.9e0000	   6.1e-003	          -5.09	         0.0	      136	        284	         278	        489	  0.47887	4.4e-005	       141
   3	SCRT1_DBD            SCRT1_DBD	7.1e-005	   4.9e-008	         -16.84	         0.0	      196	        286	        2759	       3772	  0.68531	3.4e-010	       142
   3	SCRT2_DBD            SCRT2_DBD	2.3e0000	   1.6e-003	          -6.44	         0.0	      184	        288	        2171	       3217	  0.63889	1.1e-005	       143
   3	SNAI2_DBD            SNAI2_DBD	8.0e-027	   5.5e-030	         -67.37	         0.0	      118	        292	       10465	      23690	  0.40411	3.8e-032	       145
   3	SPDEF_DBD_1        SPDEF_DBD_1	7.9e-007	   5.4e-010	         -21.33	         0.0	      122	        290	        3094	       6693	  0.42069	3.8e-012	       144
   3	SPDEF_full_1      SPDEF_full_1	1.7e-007	   1.1e-010	         -22.89	         0.0	      154	        290	        3981	       6944	  0.53103	8.0e-013	       144
   3	SPI1_full            SPI1_full	6.7e-033	   4.6e-036	         -81.37	         0.0	      139	        287	        2383	       4073	  0.48432	3.2e-038	       143
   3	SPIB_DBD              SPIB_DBD	2.4e-028	   1.7e-031	         -70.88	         0.0	      139	        287	        5257	       9634	  0.48432	1.2e-033	       143
   3	SPIC_full            SPIC_full	1.1e-001	   7.8e-005	          -9.46	         0.0	      233	        287	       14061	      17016	  0.81185	5.4e-007	       143
   3	SREBF2_DBD          SREBF2_DBD	1.0e-056	   7.0e-060	        -136.21	         0.0	       89	        291	        2071	       4962	  0.30584	4.8e-062	       145
   3	Spic_DBD              Spic_DBD	8.5e-026	   5.9e-029	         -65.00	         0.0	      135	        287	        3587	       6626	  0.47038	4.1e-031	       143
   3	Srebf1_DBD          Srebf1_DBD	5.6e-077	   3.9e-080	        -182.86	         0.0	      107	        291	        3040	       6245	  0.36770	2.7e-082	       145
   3	TBR1_DBD              TBR1_DBD	4.2e-002	   2.9e-005	         -10.46	         0.0	       45	        291	        2458	      14448	  0.15464	2.0e-007	       145
   3	TBX15_DBD_2        TBX15_DBD_2	7.0e0000	   4.8e-003	          -5.33	         0.0	       41	        293	        2030	      13346	  0.13993	3.3e-005	       146
   3	TBX19_DBD            TBX19_DBD	4.7e-012	   3.2e-015	         -33.37	         0.0	       87	        281	        1330	       3536	  0.30961	2.3e-017	       140
   3	TBX21_DBD_1        TBX21_DBD_1	3.3e0000	   2.2e-003	          -6.10	         0.0	       43	        285	         540	       3018	  0.15088	1.6e-005	       142
   3	TBX21_DBD_3        TBX21_DBD_3	1.4e0000	   9.8e-004	          -6.92	         0.0	      156	        282	        1588	       2669	  0.55319	7.0e-006	       140
   3	TBX4_DBD_1          TBX4_DBD_1	3.8e-008	   2.7e-011	         -24.35	         0.0	       95	        293	        7628	      21962	  0.32423	1.8e-013	       146
   3	TBX4_DBD_2          TBX4_DBD_2	1.2e0000	   8.0e-004	          -7.12	         0.0	       53	        281	         777	       3566	  0.18861	5.8e-006	       140
   3	TBX5_DBD_1          TBX5_DBD_1	7.7e-008	   5.3e-011	         -23.66	         0.0	       95	        293	        8659	      25055	  0.32423	3.6e-013	       146
   3	TCF3_DBD              TCF3_DBD	7.7e-098	   5.3e-101	        -230.89	         0.0	       99	        291	        7074	      16836	  0.34021	3.7e-103	       145
   3	TCF4_DBD              TCF4_DBD	4.3e-102	   3.0e-105	        -240.68	         0.0	       99	        291	        7001	      16571	  0.34021	2.1e-107	       145
   3	TCF4_full            TCF4_full	5.4e-045	   3.7e-048	        -109.20	         0.0	      119	        291	       12213	      26918	  0.40893	2.6e-050	       145
   3	TFAP2A_DBD_3      TFAP2A_DBD_3	1.8e-009	   1.2e-012	         -27.44	         0.0	       84	        288	        2881	       8744	  0.29167	8.5e-015	       143
   3	TFAP2A_DBD_6      TFAP2A_DBD_6	1.3e-007	   8.9e-011	         -23.14	         0.0	       84	        288	        2283	       6896	  0.29167	6.2e-013	       143
   3	TFAP2B_DBD_3      TFAP2B_DBD_3	5.5e-006	   3.8e-009	         -19.39	         0.0	       98	        288	        2410	       6346	  0.34028	2.7e-011	       143
   3	TFAP2C_DBD_3      TFAP2C_DBD_3	4.0e-004	   2.8e-007	         -15.10	         0.0	       98	        288	        2187	       5795	  0.34028	1.9e-009	       143
   3	TFAP4_DBD            TFAP4_DBD	3.2e-004	   2.2e-007	         -15.31	         0.0	      187	        291	        6514	       9703	  0.64261	1.5e-009	       145
   3	TFAP4_full          TFAP4_full	5.4e-005	   3.7e-008	         -17.10	         0.0	      195	        291	        5664	       8064	  0.67010	2.6e-010	       145
   3	TFE3_DBD              TFE3_DBD	2.1e-395	   1.5e-398	        -916.06	         0.0	      107	        291	       11247	      22084	  0.36770	1.0e-400	       145
   3	TFEB_full            TFEB_full	1.7e-382	   1.2e-385	        -886.32	         0.0	      107	        291	        9482	      18188	  0.36770	8.2e-388	       145
   3	TFEC_DBD              TFEC_DBD	4.3e-276	   3.0e-279	        -641.33	         0.0	      107	        291	       10166	      20759	  0.36770	2.1e-281	       145
   3	TGIF1_DBD            TGIF1_DBD	2.7e0000	   1.9e-003	          -6.27	         0.0	      127	        289	         427	        833	  0.43945	1.3e-005	       144
   3	TGIF2LX_full      TGIF2LX_full	3.6e-004	   2.5e-007	         -15.22	         0.0	      125	        289	        1103	       2227	  0.43253	1.7e-009	       144
   3	TGIF2_DBD            TGIF2_DBD	5.9e-008	   4.1e-011	         -23.92	         0.0	      209	        289	        3246	       4204	  0.72318	2.8e-013	       144
   3	TP63_DBD              TP63_DBD	2.3e-004	   1.6e-007	         -15.64	         0.0	       45	        283	         138	        527	  0.15901	1.1e-009	       141
   3	T_full                  T_full	1.2e-017	   8.2e-021	         -46.25	         0.0	      115	        285	        1205	       2397	  0.40351	5.8e-023	       142
   3	Tcf21_DBD            Tcf21_DBD	3.8e-005	   2.6e-008	         -17.45	         0.0	      135	        287	        1647	       3128	  0.47038	1.8e-010	       143
   3	Tcfap2a_DBD_3    Tcfap2a_DBD_3	1.7e-010	   1.2e-013	         -29.75	         0.0	       84	        288	        2649	       7958	  0.29167	8.4e-016	       143
   3	Tp53_DBD_1          Tp53_DBD_1	2.9e-010	   2.0e-013	         -29.24	         0.0	       99	        283	        1797	       4413	  0.34982	1.4e-015	       141
   3	Tp53_DBD_3          Tp53_DBD_3	2.6e-010	   1.8e-013	         -29.36	         0.0	      151	        283	        1270	       2046	  0.53357	1.3e-015	       141
   3	Tp73_DBD              Tp73_DBD	5.5e-013	   3.8e-016	         -35.51	         0.0	      145	        283	        2124	       3637	  0.51237	2.7e-018	       141
   3	USF1_DBD              USF1_DBD	8.1e-478	   5.6e-481	       -1105.82	         0.0	      107	        291	        8159	      14574	  0.36770	3.9e-483	       145
   3	XBP1_DBD_1          XBP1_DBD_1	6.9e-008	   4.8e-011	         -23.77	         0.0	      157	        289	        2180	       3617	  0.54325	3.3e-013	       144
   3	XBP1_DBD_2          XBP1_DBD_2	7.5e-004	   5.2e-007	         -14.47	         0.0	      159	        287	        2428	       4053	  0.55401	3.6e-009	       143
   3	YY2_DBD                YY2_DBD	2.5e-016	   1.8e-019	         -43.19	         0.0	       62	        290	        3559	      14420	  0.21379	1.2e-021	       144
   3	YY2_full_1          YY2_full_1	2.7e-005	   1.8e-008	         -17.82	         0.0	       98	        290	        7966	      22246	  0.33793	1.3e-010	       144
   3	YY2_full_2          YY2_full_2	1.2e-008	   8.3e-012	         -25.52	         0.0	      105	        289	        2553	       6244	  0.36332	5.8e-014	       144
   3	ZBTB7A_DBD          ZBTB7A_DBD	9.2e-037	   6.4e-040	         -90.25	         0.0	       91	        289	        4411	      11805	  0.31488	4.4e-042	       144
   3	ZBTB7C_full        ZBTB7C_full	7.8e-014	   5.4e-017	         -37.46	         0.0	      119	        289	        9018	      20382	  0.41176	3.7e-019	       144
   3	ZIC1_full            ZIC1_full	5.2e-020	   3.6e-023	         -51.69	         0.0	       97	        287	        1661	       3985	  0.33798	2.5e-025	       143
   3	ZIC3_full            ZIC3_full	2.8e-012	   2.0e-015	         -33.87	         0.0	       92	        286	        2286	       6132	  0.32168	1.4e-017	       142
   3	ZIC4_DBD              ZIC4_DBD	1.4e-054	   9.4e-058	        -131.30	         0.0	      116	        286	        6571	      13862	  0.40559	6.7e-060	       142
   3	ZNF238_DBD          ZNF238_DBD	9.4e-016	   6.5e-019	         -41.88	         0.0	       90	        288	        2735	       7532	  0.31250	4.5e-021	       143
   3	ZNF238_full        ZNF238_full	2.7e-019	   1.9e-022	         -50.02	         0.0	      104	        288	        4318	      10554	  0.36111	1.3e-024	       143
   3	Zic3_DBD              Zic3_DBD	2.6e-025	   1.8e-028	         -63.90	         0.0	       82	        286	        1573	       4274	  0.28671	1.2e-030	       142
   4	MA0004.1                  Arnt	8.7e-206	   6.0e-209	        -479.45	         0.0	       97	        295	        4799	      10030	  0.32881	4.1e-211	       147
   4	MA0006.1             Arnt::Ahr	3.1e-018	   2.2e-021	         -47.59	         0.0	      157	        295	       10925	      19237	  0.53220	1.5e-023	       147
   4	MA0019.1          Ddit3::Cebpa	2.4e-014	   1.7e-017	         -38.62	         0.0	      113	        289	        6038	      14101	  0.39100	1.2e-019	       144
   4	MA0028.1                  ELK1	2.0e-010	   1.4e-013	         -29.62	         0.0	      151	        291	       13429	      24678	  0.51890	9.5e-016	       145
   4	MA0048.1                 NHLH1	1.3e-008	   9.0e-012	         -25.44	         0.0	      159	        289	        6842	      11712	  0.55017	6.2e-014	       144
   4	MA0051.1                  IRF2	1.4e-005	   9.7e-009	         -18.45	         0.0	      147	        283	        1315	       2239	  0.51943	6.9e-011	       141
   4	MA0056.1              MZF1_1-4	3.0e-001	   2.0e-004	          -8.50	         0.0	      133	        295	       11944	      25662	  0.45085	1.4e-006	       147
   4	MA0059.1              MYC::MAX	5.8e-474	   4.0e-477	       -1096.95	         0.0	      106	        290	        7373	      12973	  0.36552	2.8e-479	       144
   4	MA0067.1                  Pax2	1.7e-013	   1.2e-016	         -36.66	         0.0	      101	        293	        9377	      25266	  0.34471	8.2e-019	       146
   4	MA0081.1                  SPIB	5.8e-009	   4.0e-012	         -26.25	         0.0	      192	        294	       17051	      25242	  0.65306	2.7e-014	       146
   4	MA0089.1          NFE2L1::MafG	1.3e-001	   9.1e-005	          -9.30	         0.0	      155	        295	       13460	      24890	  0.52542	6.2e-007	       147
   4	MA0091.1            TAL1::TCF3	8.7e-064	   6.0e-067	        -152.49	         0.0	       93	        289	        4048	       9985	  0.32180	4.1e-069	       144
   4	MA0101.1                   REL	5.2e-002	   3.6e-005	         -10.23	         0.0	      209	        291	       13688	      18630	  0.71821	2.5e-007	       145
   4	MA0107.1                  RELA	3.2e-012	   2.2e-015	         -33.75	         0.0	      135	        291	        3748	       7301	  0.46392	1.5e-017	       145
   4	MA0111.1                  Spz1	2.7e-002	   1.9e-005	         -10.90	         0.0	      154	        290	        9811	      17829	  0.53103	1.3e-007	       144
   4	MA0116.1                Zfp423	5.2e-005	   3.6e-008	         -17.14	         0.0	       92	        286	         815	       2110	  0.32168	2.5e-010	       142
   4	MA0117.1                  Mafb	3.8e-005	   2.6e-008	         -17.45	         0.0	      153	        293	       13771	      25416	  0.52218	1.8e-010	       146
   4	MA0119.1            TLX1::NFIC	5.1e-004	   3.5e-007	         -14.86	         0.0	       89	        287	         648	       1720	  0.31010	2.5e-009	       143
   4	MA0130.1               ZNF354C	5.1e-026	   3.5e-029	         -65.52	         0.0	       95	        295	        8882	      24903	  0.32203	2.4e-031	       147
   4	MA0131.1                 HINFP	4.9e0000	   3.4e-003	          -5.69	         0.0	      193	        291	        3556	       5154	  0.66323	2.3e-005	       145
   4	MA0136.1                  ELF5	6.9e-004	   4.7e-007	         -14.57	         0.0	      156	        292	       14230	      25765	  0.53425	3.3e-009	       145
   4	MA0139.1                  CTCF	2.0e-394	   1.4e-397	        -913.80	         0.0	       80	        282	        5585	      11911	  0.28369	9.9e-400	       140
   4	MA0062.2                 GABPA	6.2e-040	   4.2e-043	         -97.57	         0.0	      140	        290	        7219	      13275	  0.48276	2.9e-045	       144
   4	MA0002.2                 RUNX1	5.6e-025	   3.9e-028	         -63.12	         0.0	      122	        290	       11264	      24670	  0.42069	2.7e-030	       144
   4	MA0156.1                   FEV	6.8e-023	   4.7e-026	         -58.33	         0.0	      111	        293	        5369	      12585	  0.37884	3.2e-028	       146
   4	MA0163.1                 PLAG1	4.5e0000	   3.1e-003	          -5.77	         0.0	       81	        287	        1133	       3618	  0.28223	2.2e-005	       143
   4	MA0018.2                 CREB1	6.0e-011	   4.1e-014	         -30.81	         0.0	      107	        293	        7222	      18323	  0.36519	2.8e-016	       146
   4	MA0099.2              JUN::FOS	2.4e-010	   1.6e-013	         -29.45	         0.0	      122	        294	       10185	      23107	  0.41497	1.1e-015	       146
   4	MA0259.1           HIF1A::ARNT	9.1e-157	   6.3e-160	        -366.57	         0.0	       97	        293	        6127	      13866	  0.33106	4.3e-162	       146
   4	MA0145.2              Tcfcp2l1	6.7e-007	   4.6e-010	         -21.50	         0.0	       51	        287	        3559	      18017	  0.17770	3.2e-012	       143
   4	MA0461.1                 Atoh1	2.6e-022	   1.8e-025	         -56.99	         0.0	       85	        293	        1734	       4779	  0.29010	1.2e-027	       146
   4	MA0462.1             BATF::JUN	2.4e-005	   1.7e-008	         -17.91	         0.0	       76	        290	        2420	       8254	  0.26207	1.2e-010	       144
   4	MA0464.1               Bhlhe40	6.2e-204	   4.3e-207	        -475.18	         0.0	      114	        290	        6418	      12059	  0.39310	3.0e-209	       144
   4	MA0470.1                  E2F4	3.2e-001	   2.2e-004	          -8.43	         0.0	       62	        290	        1429	       5979	  0.21379	1.5e-006	       144
   4	MA0473.1                  ELF1	3.8e-020	   2.6e-023	         -51.99	         0.0	      108	        288	        5864	      14041	  0.37500	1.8e-025	       143
   4	MA0474.1                   Erg	1.2e-013	   8.1e-017	         -37.05	         0.0	      152	        290	        9052	      16201	  0.52414	5.6e-019	       144
   4	MA0475.1                  FLI1	2.8e-023	   1.9e-026	         -59.20	         0.0	      150	        290	        9065	      16171	  0.51724	1.3e-028	       144
   4	MA0476.1                   FOS	1.9e-028	   1.3e-031	         -71.09	         0.0	      120	        290	        2716	       5492	  0.41379	9.3e-034	       144
   4	MA0477.1                 FOSL1	1.3e-036	   8.7e-040	         -89.94	         0.0	      148	        290	        2861	       4701	  0.51034	6.0e-042	       144
   4	MA0478.1                 FOSL2	1.3e-043	   9.1e-047	        -106.01	         0.0	      122	        290	        3753	       7428	  0.42069	6.3e-049	       144
   4	MA0488.1                   JUN	3.8e-010	   2.6e-013	         -28.97	         0.0	      100	        288	        1896	       4711	  0.34722	1.8e-015	       143
   4	MA0489.1                   JUN	5.2e-023	   3.6e-026	         -58.60	         0.0	      115	        287	        3263	       7009	  0.40070	2.5e-028	       143
   4	MA0490.1                  JUNB	2.9e-032	   2.0e-035	         -79.92	         0.0	      116	        290	        2439	       4983	  0.40000	1.4e-037	       144
   4	MA0491.1                  JUND	3.6e-040	   2.5e-043	         -98.11	         0.0	      116	        290	        1947	       3791	  0.40000	1.7e-045	       144
   4	MA0492.1                  JUND	2.1e-007	   1.5e-010	         -22.65	         0.0	      128	        286	        2046	       4071	  0.44755	1.0e-012	       142
   4	MA0494.1           Nr1h3::Rxra	5.3e-006	   3.7e-009	         -19.42	         0.0	       68	        282	        3521	      13244	  0.24113	2.6e-011	       140
   4	MA0499.1                 Myod1	1.5e-023	   1.0e-026	         -59.86	         0.0	      142	        288	        5535	      10095	  0.49306	7.1e-029	       143
   4	MA0500.1                  Myog	6.4e-022	   4.4e-025	         -56.09	         0.0	      162	        290	        5309	       8620	  0.55862	3.0e-027	       144
   4	MA0501.1             NFE2::MAF	4.3e-011	   3.0e-014	         -31.15	         0.0	       84	        286	        1744	       5029	  0.29371	2.1e-016	       142
   4	MA0506.1                  NRF1	3.3e-013	   2.3e-016	         -36.03	         0.0	      102	        290	        2825	       7030	  0.35172	1.6e-018	       144
   4	MA0510.1                  RFX5	1.7e-006	   1.2e-009	         -20.54	         0.0	      132	        286	        6058	      12317	  0.46154	8.4e-012	       142
   4	MA0511.1                 RUNX2	1.5e-011	   1.0e-014	         -32.22	         0.0	      192	        286	       11444	      16314	  0.67133	7.1e-017	       142
   4	MA0512.1                  Rxra	4.8e-023	   3.3e-026	         -58.66	         0.0	       92	        290	        5431	      15115	  0.31724	2.3e-028	       144
   4	MA0513.1   SMAD2::SMAD3::SMAD4	1.2e-009	   8.1e-013	         -27.84	         0.0	       72	        288	        4070	      14640	  0.25000	5.7e-015	       143
   4	MA0517.1          STAT2::STAT1	9.5e-006	   6.6e-009	         -18.84	         0.0	      126	        286	        6353	      13568	  0.44056	4.6e-011	       142
   4	MA0521.1                 Tcf12	3.2e-022	   2.2e-025	         -56.78	         0.0	      162	        290	        5748	       9363	  0.55862	1.5e-027	       144
   4	MA0522.1                  Tcf3	3.5e-089	   2.4e-092	        -210.97	         0.0	      102	        290	        5808	      13245	  0.35172	1.7e-094	       144
   4	MA0525.1                  TP63	1.0e-008	   7.1e-012	         -25.68	         0.0	      147	        281	        6178	      11063	  0.52313	5.0e-014	       140
   4	MA0526.1                  USF2	4.1e-382	   2.8e-385	        -885.45	         0.0	      106	        290	        6716	      12126	  0.36552	2.0e-387	       144
   4	MA0527.1                ZBTB33	1.8e-003	   1.2e-006	         -13.61	         0.0	      106	        286	        1835	       4456	  0.37063	8.6e-009	       142
   4	MA0007.2                    AR	4.8e-001	   3.3e-004	          -8.02	         0.0	      178	        286	        8744	      13633	  0.62238	2.3e-006	       142
   4	MA0024.2                  E2F1	1.0e-001	   6.9e-005	          -9.57	         0.0	       94	        290	        1012	       2747	  0.32414	4.8e-007	       144
   4	MA0154.2                  EBF1	1.6e-011	   1.1e-014	         -32.17	         0.0	      122	        290	        5329	      11617	  0.42069	7.4e-017	       144
   4	MA0076.2                  ELK4	3.2e-033	   2.2e-036	         -82.11	         0.0	      134	        290	        7171	      13872	  0.46207	1.5e-038	       144
   4	MA0258.2                  ESR2	1.9e-012	   1.3e-015	         -34.29	         0.0	       44	        286	        2837	      15870	  0.15385	9.1e-018	       142
   4	MA0098.2                  Ets1	4.8e-017	   3.3e-020	         -44.85	         0.0	      148	        286	        8984	      16176	  0.51748	2.3e-022	       142
   4	MA0058.2                   MAX	1.8e-504	   1.2e-507	       -1167.20	         0.0	      109	        291	        7393	      12583	  0.37457	8.5e-510	       145
   4	MA0100.2                   Myb	9.3e-002	   6.4e-005	          -9.65	         0.0	      169	        291	        5816	       9605	  0.58076	4.4e-007	       145
   4	MA0147.2                   Myc	1.4e-499	   9.8e-503	       -1155.92	         0.0	       99	        291	        6361	      11332	  0.34021	6.7e-505	       145
   4	MA0104.3                  Mycn	5.4e-474	   3.7e-477	       -1097.02	         0.0	      107	        293	        5922	       9912	  0.36519	2.5e-479	       146
   4	MA0150.2                Nfe2l2	3.0e-011	   2.0e-014	         -31.53	         0.0	      128	        286	        4093	       8314	  0.44755	1.4e-016	       142
   4	MA0105.3                 NFKB1	2.3e-004	   1.6e-007	         -15.66	         0.0	      134	        290	        5622	      11473	  0.46207	1.1e-009	       144
   4	MA0014.2                  PAX5	3.6e-001	   2.4e-004	          -8.31	         0.0	       80	        282	        3880	      12835	  0.28369	1.7e-006	       140
   4	MA0080.3                  Spi1	8.6e-021	   6.0e-024	         -53.48	         0.0	      160	        286	       11345	      18999	  0.55944	4.2e-026	       142
   4	MA0106.2                  TP53	2.3e-011	   1.6e-014	         -31.78	         0.0	      146	        286	        2979	       5253	  0.51049	1.1e-016	       142
   4	MA0093.2                  USF1	1.2e-298	   8.2e-302	        -693.27	         0.0	       98	        290	        6620	      13388	  0.33793	5.7e-304	       144
   4	MA0591.1           Bach1::Mafk	3.9e-012	   2.7e-015	         -33.54	         0.0	      226	        286	        3443	       4088	  0.79021	1.9e-017	       142
   4	MA0597.1                 THAP1	3.1e-016	   2.1e-019	         -42.99	         0.0	      112	        292	       11028	      26778	  0.38356	1.5e-021	       145
   4	MA0598.1                   EHF	9.1e-017	   6.3e-020	         -44.21	         0.0	      135	        293	        2409	       4527	  0.46075	4.3e-022	       146
   5	UP00099_1        Ascl2_primary	5.0e-061	   3.5e-064	        -146.12	         0.0	      120	        284	        9855	      20439	  0.42254	2.5e-066	       141
   5	UP00020_1         Atf1_primary	6.1e-004	   4.2e-007	         -14.68	         0.0	      121	        285	        2185	       4681	  0.42456	3.0e-009	       142
   5	UP00050_1       Bhlhb2_primary	4.9e-110	   3.4e-113	        -258.97	         0.0	      111	        279	        4546	       8767	  0.39785	2.4e-115	       139
   5	UP00001_1         E2F2_primary	4.3e-015	   3.0e-018	         -40.35	         0.0	       74	        286	        2257	       7363	  0.25874	2.1e-020	       142
   5	UP00003_1         E2F3_primary	1.3e-018	   8.9e-022	         -48.47	         0.0	       74	        286	        1914	       6047	  0.25874	6.3e-024	       142
   5	UP00015_1          Ehf_primary	2.8e-024	   1.9e-027	         -61.50	         0.0	      108	        286	        8353	      20063	  0.37762	1.4e-029	       142
   5	UP00090_1         Elf3_primary	9.0e-008	   6.2e-011	         -23.51	         0.0	      124	        288	       10644	      23458	  0.43056	4.3e-013	       143
   5	UP00013_1        Gabpa_primary	5.4e-031	   3.7e-034	         -76.98	         0.0	      150	        284	        6582	      11211	  0.52817	2.6e-036	       141
   5	UP00070_1         Gcm1_primary	1.3e-003	   8.7e-007	         -13.95	         0.0	      121	        285	        5696	      12668	  0.42456	6.1e-009	       142
   5	UP00042_1        Gm397_primary	3.0e-006	   2.1e-009	         -19.98	         0.0	      160	        284	        5686	       9522	  0.56338	1.5e-011	       141
   5	UP00084_1        Gmeb1_primary	1.6e-013	   1.1e-016	         -36.72	         0.0	      154	        284	        5653	       9634	  0.54225	8.0e-019	       141
   5	UP00035_1         Hic1_primary	9.3e-017	   6.4e-020	         -44.19	         0.0	       65	        285	        3195	      12039	  0.22807	4.5e-022	       142
   5	UP00066_1        Hnf4a_primary	1.0e-001	   7.0e-005	          -9.56	         0.0	      116	        284	        6042	      14090	  0.40845	5.0e-007	       141
   5	UP00086_1         Irf3_primary	8.9e-001	   6.1e-004	          -7.40	         0.0	      141	        287	       11216	      22154	  0.49129	4.3e-006	       143
   5	UP00018_1         Irf4_primary	4.3e-022	   3.0e-025	         -56.47	         0.0	      146	        286	        6720	      12007	  0.51049	2.1e-027	       142
   5	UP00040_1         Irf5_primary	6.3e-009	   4.3e-012	         -26.17	         0.0	      160	        286	        6096	      10224	  0.55944	3.0e-014	       142
   5	UP00011_1         Irf6_primary	8.8e-009	   6.1e-012	         -25.83	         0.0	      148	        284	        6719	      12107	  0.52113	4.3e-014	       141
   5	UP00103_1       Jundm2_primary	1.6e-005	   1.1e-008	         -18.31	         0.0	      129	        285	        2264	       4526	  0.45263	7.9e-011	       142
   5	UP00060_1          Max_primary	5.7e-439	   3.9e-442	       -1016.37	         0.0	      101	        285	        8894	      16970	  0.35439	2.8e-444	       142
   5	UP00097_1         Mtf1_primary	3.0e-017	   2.1e-020	         -45.31	         0.0	       87	        285	        2919	       8216	  0.30526	1.5e-022	       142
   5	UP00036_1         Myf6_primary	3.0e-081	   2.0e-084	        -192.71	         0.0	      113	        285	        9931	      21460	  0.39649	1.4e-086	       142
   5	UP00009_1        Nr2f2_primary	5.0e-002	   3.4e-005	         -10.28	         0.0	       25	        285	        1349	      13448	  0.08772	2.4e-007	       142
   5	UP00088_1       Plagl1_primary	6.9e-029	   4.7e-032	         -72.13	         0.0	       61	        285	        2974	      11353	  0.21404	3.3e-034	       142
   5	UP00048_1         Rara_primary	5.0e-004	   3.4e-007	         -14.89	         0.0	       51	        285	        2491	      12496	  0.17895	2.4e-009	       142
   5	UP00056_1         Rfx4_primary	1.0e0000	   6.9e-004	          -7.28	         0.0	       80	        286	        2091	       6880	  0.27972	4.8e-006	       142
   5	UP00076_1       Rfxdc2_primary	6.0e-007	   4.2e-010	         -21.60	         0.0	       92	        286	        3435	       9685	  0.32168	2.9e-012	       142
   5	UP00053_1         Rxra_primary	8.6e-002	   6.0e-005	          -9.73	         0.0	      116	        284	        6211	      14491	  0.40845	4.2e-007	       141
   5	UP00085_1        Sfpi1_primary	3.0e-025	   2.1e-028	         -63.75	         0.0	      155	        287	       13412	      23228	  0.54007	1.4e-030	       143
   5	UP00038_1        Spdef_primary	9.9e-010	   6.8e-013	         -28.01	         0.0	      147	        285	        7519	      13700	  0.51579	4.8e-015	       142
   5	UP00010_1      Tcfap2b_primary	3.8e-002	   2.6e-005	         -10.54	         0.0	      159	        287	        7511	      13037	  0.55401	1.8e-007	       143
   5	UP00046_1       Tcfe2a_primary	2.7e-131	   1.9e-134	        -307.92	         0.0	      112	        284	        8530	      17511	  0.39437	1.3e-136	       141
   5	UP00031_1        Zbtb3_primary	3.7e-007	   2.5e-010	         -22.09	         0.0	      156	        284	        9361	      16240	  0.54930	1.8e-012	       141
   5	UP00065_1       Zfp161_primary	3.5e-034	   2.4e-037	         -84.31	         0.0	       85	        285	        2860	       7780	  0.29825	1.7e-039	       142
   5	UP00095_1       Zfp691_primary	1.1e0000	   7.5e-004	          -7.19	         0.0	      192	        284	        6437	       9230	  0.67606	5.3e-006	       141
   5	UP00102_1         Zic1_primary	7.8e-068	   5.4e-071	        -161.80	         0.0	       83	        287	        5225	      14578	  0.28920	3.8e-073	       143
   5	UP00057_1         Zic2_primary	1.1e-048	   7.8e-052	        -117.68	         0.0	      118	        286	        7048	      14826	  0.41259	5.5e-054	       142
   5	UP00006_1         Zic3_primary	6.5e-050	   4.5e-053	        -120.54	         0.0	      118	        286	        7143	      15016	  0.41259	3.1e-055	       142
   5	UP00026_1       Zscan4_primary	2.6e-013	   1.8e-016	         -36.27	         0.0	      116	        284	        4384	       9693	  0.40845	1.3e-018	       141
   5	UP00050_2     Bhlhb2_secondary	4.1e-168	   2.9e-171	        -392.69	         0.0	       96	        278	        4368	       8913	  0.34532	2.1e-173	       138
   5	UP00001_2       E2F2_secondary	5.1e-004	   3.5e-007	         -14.86	         0.0	      124	        284	        5432	      11719	  0.43662	2.5e-009	       141
   5	UP00003_2       E2F3_secondary	1.5e-004	   1.1e-007	         -16.06	         0.0	      124	        284	        4627	       9910	  0.43662	7.5e-010	       141
   5	UP00068_2      Eomes_secondary	2.0e-008	   1.4e-011	         -24.99	         0.0	      163	        285	       10704	      17868	  0.57193	9.9e-014	       142
   5	UP00079_2      Esrra_secondary	5.5e-015	   3.8e-018	         -40.12	         0.0	      132	        284	        6910	      13713	  0.46479	2.7e-020	       141
   5	UP00042_2      Gm397_secondary	5.5e0000	   3.8e-003	          -5.57	         0.0	      111	        285	        5671	      13960	  0.38947	2.7e-005	       142
   5	UP00084_2      Gmeb1_secondary	1.2e-011	   8.3e-015	         -32.42	         0.0	       99	        285	        5792	      15261	  0.34737	5.8e-017	       142
